,Pos,No.,Name,Club,Category,Time Taken,Award,Generation,Newcomer,Events,Generation,Ingleborough,Cold Cotes,Whernside,Ribblehead,Pen-y-ghent,Finish
Details/Certificate,473rd,558,Dave MellorFacebookTwitter,Mid Shropshire Wheelers,MV50,05:18:39,Merit,G, ,4,P/S Dave Mellor & Ewan Grivell-Mellor,01:11:58,01:34:18,02:49:18,03:21:29,04:46:23,05:18:39
Details/Certificate,474th,621,Chris Pugh,U/A Richmond,MV50,05:18:42,Merit, , ,2, ,01:12:19,01:31:56,02:48:24,03:23:30,04:48:39,05:18:42
Details/Certificate,475th,574,Robin Worman,Royal Navy Royal marines CA,MV50,05:19:18,Merit, , ,6, ,01:18:37,01:40:47,02:53:59,03:26:53,04:49:30,05:19:18
Details/Certificate,476th,646,Brian Clayton,U/A Greenfield,,,,,,,,,,,,,
Details/Certificate,477th,90,Will Fenning,Ashfield RC,M,05:20:44,Merit, ,N,0, ,01:11:41,01:38:44,02:44:24,03:23:18,04:40:46,05:20:44
Details/Certificate,478th,557,Brian RenshawStrava,Macclesfield Wheelers,MV50,05:21:08,Merit, , ,17, ,01:21:48,01:42:53,02:57:42,03:29:20,04:51:36,05:21:08
Details/Certificate,479th,15,Julia Behnsen,Port Sunlight Wheelers,F,05:21:37,Merit, ,N,0, ,01:18:34,01:44:08,02:53:28,03:32:41,04:48:18,05:21:37
Details/Certificate,480th,457,Mark Kendall,U/A Cotswolds,MV40,05:22:14,Merit, ,N,0, ,01:11:06,01:34:43,02:36:36,03:09:59,04:15:46,05:22:14
Details/Certificate,481st,565,Peter Middlemiss,Otley CC,MV50,05:22:19,Merit,G, ,6,P/S Peter & Ryan Middlemiss,01:18:30,01:41:32,02:56:01,03:29:07,04:51:32,05:22:19
Details/Certificate,482nd,334,Paul LeavyFacebookTwitterStrava,Johnstone Wheelers,MV40,05:22:21,Merit, ,N,0, ,01:13:56,01:35:55,02:54:00,03:28:49,04:52:04,05:22:21
Details/Certificate,483rd,578,Stephen Moor,Settle Wheelers,MV50,05:23:36,Merit, , ,3, ,01:20:24,01:44:12,02:59:12,03:30:42,04:52:50,05:23:36
Details/Certificate,484th,580,Paul Crabtree,Shibden CC,MV50,05:23:47,Merit, , ,3, ,01:12:32,01:33:54,02:44:31,03:17:12,04:53:04,05:23:47
Details/Certificate,485th,197,Adam JohnsonTwitter,Team Monkey Mafia,M,05:23:58,Merit, , ,1, ,01:16:22,01:35:17,02:56:51,03:27:49,04:55:47,05:23:58
Details/Certificate,486th,320,Gary JacksonFacebookStrava,Huddersfield Star Wheelers,MV40,05:24:12,Merit, , ,4, ,01:16:44,01:36:05,02:48:27,03:20:53,04:53:34,05:24:12
Details/Certificate,487th,480,Paul McCormacFacebook,Apollo Cycling Team,MV50,05:24:32,Merit, , ,2, ,01:14:24,01:38:31,02:51:27,03:26:18,04:49:31,05:24:32
Details/Certificate,488th,401,Adrian Fitts,Team WNT,MV40,05:25:07,Merit, ,N,0, ,01:20:33,01:44:03,02:59:01,03:33:47,04:53:43,05:25:07
Details/Certificate,489th,390,Andrew Fletcher,Skipton Cycling Club,MV40,05:26:23,Merit, ,N,0, ,01:20:16,01:44:10,02:56:59,03:32:53,04:53:36,05:26:23
Details/Certificate,490th,649,Peter Walkington,Kent Valley,MV70,05:27:09,Merit, , ,26, ,01:18:38,01:43:10,02:53:29,03:38:27,04:55:24,05:27:09
Details/Certificate,491st,600,Alan Cook,Will's Wheels CC,MV50,05:27:10,Merit,G, ,5,P/D Alan & Isobel Cook,01:20:35,01:46:06,02:58:53,03:35:10,04:54:40,05:27:10
Details/Certificate,492nd,407,Steve Plunkett,TN715,MV40,05:27:15,Merit, , ,3, ,01:16:27,01:39:58,02:54:07,03:29:15,04:56:39,05:27:15
Details/Certificate,493rd,494,Peter Gillott,Calder Clarion,MV50,05:28:36,Merit, , ,1, ,01:18:30,01:42:15,02:55:44,03:33:15,04:57:13,05:28:36
Details/Certificate,494th,40,Lindsay Branston,RC Cumbernauld & Kilsyth - RCCK,FV40,05:29:21,Merit, ,N,0, ,01:16:35,01:41:47,02:55:13,03:35:19,04:53:45,05:29:21
Details/Certificate,495th,25,Emma Taylor,U/A Clitheroe,F,05:30:05,Merit, ,N,0, ,01:16:01,01:43:01,02:53:45,03:32:23,04:53:38,05:30:05
Details/Certificate,496th,208,Tony O Farrell,Velo Club Balrothery,M,05:30:23,Merit, ,N,0, ,01:19:13,01:43:06,02:56:31,03:35:35,04:55:53,05:30:23
Details/Certificate,497th,14,Lauren CracknellFacebookInstagram,Pedalon,F,05:30:25,Merit, ,N,0, ,01:19:58,01:47:36,03:02:01,03:38:52,04:57:08,05:30:25
Details/Certificate,498th,359,Chris Stacey,Otley AC / Transplant Sport,MV40,05:30:35,Merit, , ,6, ,01:19:17,01:43:39,02:58:23,03:33:33,04:57:32,05:30:35
Details/Certificate,499th,515,Martin Eadon,Hargroves Cycles RT,MV50,05:30:42,Merit, , ,13, ,01:15:14,01:37:42,02:58:53,03:35:43,05:03:19,05:30:42
Details/Certificate,500th,62,Matt Haygarth,Here Come The Belgians,MU18,05:30:53,Merit,G,N,0,P/S Phil & Matt Haygarth,01:15:28,01:36:55,02:51:31,03:24:39,04:55:43,05:30:53
